city,cityAra,lat,lng,country,iso2,iso3
Helsinki,هلسنكي,60.1756,24.9341,Finland,FI,FIN
Kazan’,"كازان """,55.7499,49.1263,Russia,RU,RUS
Aurangābād,اورانجاباد,19.8957,75.3203,India,IN,IND
Calgary,كالجاري,51.083,-114.08,Canada,CA,CAN
Ciudad Nezahualcóyotl,سيوداد نيزاهوالكويوتل,19.41,-99.03,Mexico,MX,MEX
Zürich,زيورخ,47.38,8.55,Switzerland,CH,CHE
Baoding,باودينغ,38.8704,115.48,China,CN,CHN
Zigong,تسيقونغ,29.4,104.78,China,CN,CHN
Sharjah,الشارقة,25.3714,55.4065,United Arab Emirates,AE,ARE
Yerevan,يريفان,40.1812,44.5136,Armenia,AM,ARM
Mogadishu,مقديشو,2.0667,45.3667,Somalia,SO,SOM
Tbilisi,تبليسي,41.725,44.7908,Georgia,GE,GEO
Ankang,انكانغ,32.68,109.02,China,CN,CHN
Huambo,هوامبو,-12.75,15.76,Angola,AO,AGO
Ikare,Ikare,7.5304,5.76,Nigeria,NG,NGA
Belgrade,بلغراد,44.8186,20.468,Serbia,RS,SRB
Salt Lake City,سولت لايك سيتي,40.7774,-111.93,United States,US,USA
Bhilai,Bhilai,21.2167,81.4333,India,IN,IND
Jinhua,جينهوا,29.12,119.65,China,CN,CHN
Chelyabinsk,تشيليابينسك,55.155,61.4387,Russia,RU,RUS
Natal,ولادي,-5.78,-35.24,Brazil,BR,BRA
Dushanbe,دوشانبي,38.56,68.7739,Tajikistan,TJ,TJK
Copenhagen,كوبنهاغن,55.6786,12.5635,Denmark,DK,DNK
Changwon,تشانغ وون,35.2191,128.5836,"Korea, South",KR,KOR
Zhuzhou,تشوتشو,27.83,113.15,China,CN,CHN
Suwon,سوون,37.2578,127.0109,"Korea, South",KR,KOR
Nashville,ناشفيل,36.1715,-86.7843,United States,US,USA
Vereeniging,فيرنيجنج,-26.6496,27.96,South Africa,ZA,ZAF
Xiangyang,شيانغيانغ,32.02,112.13,China,CN,CHN
Memphis,ممفيس,35.1046,-89.9773,United States,US,USA
Ulsan,أولسان,35.5467,129.317,"Korea, South",KR,KOR
Amman,عمان,31.95,35.9333,Jordan,JO,JOR
Mizhou,Mizhou,35.99,119.3801,China,CN,CHN
Richmond,ريتشموند,37.5295,-77.4756,United States,US,USA
Dublin,دبلن,53.3331,-6.2489,Ireland,IE,IRL
Edmonton,ادمونتون,53.55,-113.5,Canada,CA,CAN
Solāpur,سولابور,17.6704,75.9,India,IN,IND
Rostov-na-Donu,روستوف-نا-Donu,47.2346,39.7127,Russia,RU,RUS
Dnipro,دنيبرو,48.48,35,Ukraine,UA,UKR
Xining,شينينغ,36.62,101.77,China,CN,CHN
Zhangjiakou,تشانغجياكو,40.83,114.93,China,CN,CHN
Lille,ليل,50.65,3.08,France,FR,FRA
Ranchi,رانشي,23.37,85.33,India,IN,IND
Gaziantep,غازي عنتاب,37.075,37.385,Turkey,TR,TUR
Monrovia,مونروفيا,6.3106,-10.8048,Liberia,LR,LBR
São Luís,ساو لويس,-2.516,-44.266,Brazil,BR,BRA
Amsterdam,أمستردام,52.35,4.9166,Netherlands,NL,NLD
Jerusalem,بيت المقدس,31.7784,35.2066,Israel,IL,ISR
New Orleans,نيو أورليانز,30.0687,-89.9288,United States,US,USA
Guatemala City,مدينة غواتيمالا,14.6211,-90.527,Guatemala,GT,GTM
Zhuhai,تشوهاى,22.2769,113.5678,China,CN,CHN
Florianópolis,فلوريانوبوليس,-27.58,-48.52,Brazil,BR,BRA
Port Elizabeth,ميناء اليزابيث,-33.97,25.6,South Africa,ZA,ZAF
Jiamusi,جياموسى,46.83,130.35,China,CN,CHN
Port Harcourt,بورت هاركورت,4.81,7.01,Nigeria,NG,NGA
Raleigh,رالي,35.8324,-78.6438,United States,US,USA
Ufa,أوفا,54.79,56.04,Russia,RU,RUS
Hengyang,هنغيانغ,26.88,112.59,China,CN,CHN
Benxi,بنشي,41.3304,123.75,China,CN,CHN
Louisville,لويزفيل,38.1663,-85.6485,United States,US,USA
Haifa,حيفا,32.8204,34.98,Israel,IL,ISR
Medina,المدينة المنورة,24.5,39.58,Saudi Arabia,SA,SAU
Bucaramanga,بوكارامانغا,7.1301,-73.1259,Colombia,CO,COL
Maracay,ماراكاي,10.2469,-67.5958,Venezuela,VE,VEN
Rotterdam,روتردام,51.92,4.48,Netherlands,NL,NLD
Homs,حمص,34.73,36.72,Syria,SY,SYR
Cologne,كولونيا,50.93,6.95,Germany,DE,DEU
Qinhuangdao,تشينهوانغداو,39.9304,119.62,China,CN,CHN
Fès,فاس,34.0546,-5.0004,Morocco,MA,MAR
N’Djamena,نجامينا,12.1131,15.0491,Chad,TD,TCD
Tegucigalpa,تيغوسيغالبا,14.102,-87.2175,Honduras,HN,HND
Kingston,كينغستون,17.9771,-76.7674,Jamaica,JM,JAM
Nay Pyi Taw,ناي بي تاو,19.7666,96.1186,Burma,MM,MMR
Djibouti,جيبوتي,11.595,43.148,Djibouti,DJ,DJI
Managua,ماناغوا,12.153,-86.2685,Nicaragua,NI,NIC
Niamey,نيامي,13.5167,2.1167,Niger,NE,NER
Tirana,تيرانا,41.3275,19.8189,Albania,AL,ALB
Kathmandu,كاتماندو,27.7167,85.3166,Nepal,NP,NPL
Ulaanbaatar,أولان باتور,47.9167,106.9166,Mongolia,MN,MNG
Kigali,كيغالي,-1.9536,30.0605,Rwanda,RW,RWA
Bishkek,بيشكيك,42.8731,74.5852,Kyrgyzstan,KG,KGZ
Oslo,أوسلو,59.9167,10.75,Norway,NO,NOR
Bangui,بانغي,4.3666,18.5583,Central African Republic,CF,CAF
Freetown,فريتاون,8.47,-13.2342,Sierra Leone,SL,SLE
Islamabad,اسلام آباد,33.7,73.1666,Pakistan,PK,PAK
Cotonou,كوتونو,6.4,2.52,Benin,BJ,BEN
Vientiane,فينتيان,17.9667,102.6,Laos,LA,LAO
Riga,ريغا,56.95,24.1,Latvia,LV,LVA
Nouakchott,نواكشوط,18.0864,-15.9753,Mauritania,MR,MRT
Muscat,مسقط,23.6133,58.5933,Oman,OM,OMN
Ashgabat,عشق أباد,37.95,58.3833,Turkmenistan,TM,TKM
Zagreb,زغرب,45.8,16,Croatia,HR,HRV
Sarajevo,سراييفو,43.85,18.383,Bosnia And Herzegovina,BA,BIH
Chisinau,كيشيناو,47.005,28.8577,Moldova,MD,MDA
Lilongwe,ليلونغوي,-13.9833,33.7833,Malawi,MW,MWI
Asmara,أسمرة,15.3333,38.9333,Eritrea,ER,ERI
Abu Dhabi,أبو ظبي,24.4667,54.3666,United Arab Emirates,AE,ARE
Port Louis,بورت لويس,-20.1666,57.5,Mauritius,MU,MUS
Libreville,ليبرفيل,0.3854,9.458,Gabon,GA,GAB
Manama,المنامة,26.2361,50.5831,Bahrain,BH,BHR
Vilnius,فيلنيوس,54.6834,25.3166,Lithuania,LT,LTU
Skopje,سكوبي,42,21.4335,Macedonia,MK,MKD
Bloemfontein,بلومفونتين,-29.12,26.2299,South Africa,ZA,ZAF
Bratislava,براتيسلافا,48.15,17.117,Slovakia,SK,SVK
Bissau,بيساو,11.865,-15.5984,Guinea-Bissau,GW,GNB
Tallinn,تالين,59.4339,24.728,Estonia,EE,EST
Wellington,ولينغتون,-41.3,174.7833,New Zealand,NZ,NZL
Valletta,فاليتا,35.8997,14.5147,Malta,MT,MLT
Maseru,ماسيرو,-29.3167,27.4833,Lesotho,LS,LSO
Nur-Sultan,نور السلطان,51.1811,71.4278,Kazakhstan,KZ,KAZ
Bujumbura,بوجمبورا,-3.3761,29.36,Burundi,BI,BDI
Canberra,كانبيرا,-35.283,149.129,Australia,AU,AUS
New Delhi,نيو دلهي,28.6,77.2,India,IN,IND
Ljubljana,ليوبليانا,46.0553,14.515,Slovenia,SI,SVN
Porto-Novo,بورتو نوفو,6.4833,2.6166,Benin,BJ,BEN
Bandar Seri Begawan,بندر سيري بيغاوان,4.8833,114.9333,Brunei,BN,BRN
Port of Spain,ميناء اسبانيا,10.652,-61.517,Trinidad And Tobago,TT,TTO
Port Moresby,مرفئ مويسبي,-9.4647,147.1925,Papua New Guinea,PG,PNG
Bern,برن,46.9167,7.467,Switzerland,CH,CHE
Windhoek,ويندهوك,-22.57,17.0835,Namibia,NA,NAM
Georgetown,جورج تاون,6.802,-58.167,Guyana,GY,GUY
Paramaribo,باراماريبو,5.835,-55.167,Suriname,SR,SUR
Dili,ديلي,-8.5594,125.5795,Timor-Leste,TL,TLS
Nassau,ناسو,25.0834,-77.35,"Bahamas, The",BS,BHS
Sucre,سوكري,-19.041,-65.2595,Bolivia,BO,BOL
Nicosia,نيقوسيا,35.1667,33.3666,Cyprus,CY,CYP
Dodoma,دودوما,-6.1833,35.75,Tanzania,TZ,TZA
Colombo,كولومبو,6.932,79.8578,Sri Lanka,LK,LKA
Gaborone,غابورون,-24.6463,25.9119,Botswana,BW,BWA
Yamoussoukro,ياموسوكرو,6.8184,-5.2755,Côte D’Ivoire,CI,CIV
Bridgetown,بريدج,13.102,-59.6165,Barbados,BB,BRB
Suva,سوفا,-18.133,178.4417,Fiji,FJ,FJI
Reykjavík,ريكيافيك,64.15,-21.95,Iceland,IS,ISL
Malabo,مالابو,3.75,8.7833,Equatorial Guinea,GQ,GNQ
Willemstad,كوراكاو,12.2004,-69.02,Curaçao,CW,CUW
Podgorica,بودغوريتشا,42.466,19.2663,Montenegro,ME,MNE
Moroni,موروني,-11.7042,43.2402,Comoros,KM,COM
Sri Jayewardenepura Kotte,لانكا Jayewardenepura كوتي,6.9,79.95,Sri Lanka,LK,LKA
Praia,برايا,14.9167,-23.5167,Cabo Verde,CV,CPV
Male,الذكر,4.1667,73.4999,Maldives,MV,MDV
Juba,جوبا,4.83,31.58,South Sudan,SS,SSD
Luxembourg,لوكسمبورغ,49.6117,6.13,Luxembourg,LU,LUX
Thimphu,تيمفو,27.473,89.639,Bhutan,BT,BTN
Mbabane,مبابان,-26.3167,31.1333,Swaziland,SZ,SWZ
São Tomé,ساو تومي,0.3334,6.7333,Sao Tome And Principe,ST,STP
Honiara,هونيارا,-9.438,159.9498,Solomon Islands,SB,SLB
Oranjestad,أورانجيستاد,12.5304,-70.029,Aruba,AW,ABW
Apia,آبيا,-13.8415,-171.7386,Samoa,WS,WSM
Andorra la Vella,أندورا لا فيلا,42.5,1.5165,Andorra,AD,AND
Kingstown,كينغستاون,13.1483,-61.2121,Saint Vincent And The Grenadines,VC,VCT
Port-Vila,بورت فيلا,-17.7334,168.3166,Vanuatu,VU,VUT
Banjul,بانجول,13.4539,-16.5917,"Gambia, The",GM,GMB
Nuku‘alofa,نوكوألوفا,-21.1385,-175.2206,Tonga,TO,TON
Castries,كاستري,14.002,-61,Saint Lucia,LC,LCA
Monaco,موناكو,43.7396,7.4069,Monaco,MC,MCO
Vaduz,فادوز,47.1337,9.5167,Liechtenstein,LI,LIE
Saint John’s,سانت جون,17.118,-61.85,Antigua And Barbuda,AG,ATG
Saint George’s,سانت جورج,12.0526,-61.7416,Grenada,GD,GRD
Victoria,فيكتوريا,-4.6166,55.45,Seychelles,SC,SYC
San Marino,سان مارينو,43.9172,12.4667,San Marino,SM,SMR
Tarawa,تاراوا,1.3382,173.0176,Kiribati,KI,KIR
Majuro,ماجورو,7.103,171.38,Marshall Islands,MH,MHL
Roseau,روسو,15.301,-61.387,Dominica,DM,DMA
Basseterre,باستير,17.302,-62.717,Saint Kitts And Nevis,KN,KNA
Belmopan,بلموبان,17.252,-88.7671,Belize,BZ,BLZ
Pago Pago,باجو باجو,-14.274,-170.7046,American Samoa,AS,ASM
Lobamba,لوبامبا,-26.4667,31.2,Swaziland,SZ,SWZ
Funafuti,فونافوتي,-8.5167,179.2166,Tuvalu,TV,TUV
Palikir,باليكير,6.9166,158.15,"Micronesia, Federated States Of",FM,FSM
Capitol Hill,تلة الكابيتول,15.2137,145.7546,Northern Mariana Islands,MP,MNP
Hagåtña,أغانيا,13.4745,144.7504,Guam,GU,GUM
Al Quds,القدس,31.7764,35.2269,West Bank,XW,XWB
Philipsburg,فيليبسبورج,18.0255,-63.045,Sint Maarten,SX,SXM
Gitega,غيتيغا,-3.4271,29.9246,Burundi,BI,BDI
Pristina,بريشتينا,42.6666,21.1724,Kosovo,XK,XKS
Ngerulmud,Ngerulmud,7.5,134.6242,Palau,PW,PLW
Aden,عدن,12.7797,45.0095,Yemen,YE,YEM
Cochabamba,كوتشابامبا,-17.41,-66.17,Bolivia,BO,BOL
Yongzhou,يونغتشو,26.2304,111.62,China,CN,CHN
Baoshan,باوشان,25.12,99.15,China,CN,CHN
Quảng Hà,كوانج Hà,16.06,108.25,Vietnam,VN,VNM
Kitaku,Kitaku,33.8704,130.82,Japan,JP,JPN
Perm’,موج الشعر بإستمرار',58,56.25,Russia,RU,RUS
Ahvāz,الأهواز,31.28,48.72,Iran,IR,IRN
Jodhpur,جودبور,26.2918,73.0168,India,IN,IND
San Luis Potosí,سان لويس بوتوسي,22.17,-101,Mexico,MX,MEX
Odesa,أوديسا,46.49,30.71,Ukraine,UA,UKR
Yinchuan,ينتشوان,38.468,106.273,China,CN,CHN
Jiaxing,جياشينغ,30.7704,120.75,China,CN,CHN
Joinvile,Joinvile,-26.32,-48.8399,Brazil,BR,BRA
Donets’k,دونتسك,48,37.83,Ukraine,UA,UKR
Guilin,قويلين,25.28,110.28,China,CN,CHN
Dahūk,دهوك,36.8667,43,Iraq,IQ,IRQ
Volgograd,فولغوغراد,48.71,44.5,Russia,RU,RUS
Guwāhāti,جواهاتي,26.16,91.77,India,IN,IND
Yichun,ييتشون,27.8333,114.4,China,CN,CHN
Yangquan,يانغتشوان,37.87,113.57,China,CN,CHN
Natal,ولادي,-6.9838,-60.2699,Brazil,BR,BRA
Chandigarh,شانديغار,30.72,76.78,India,IN,IND
Gwalior,جواليور,26.23,78.1801,India,IN,IND
Hamamatsu,هاماماتسو,34.7181,137.7327,Japan,JP,JPN
Qom,قم,34.65,50.95,Iran,IR,IRN
Jixi,جيشى,45.3,130.97,China,CN,CHN
Mérida,ميريدا,20.9666,-89.6166,Mexico,MX,MEX
Xin’an,شينان,34.38,118.35,China,CN,CHN
Querétaro,كويريتارو,20.63,-100.38,Mexico,MX,MEX
Pingxiang,بينغشيانغ,27.62,113.85,China,CN,CHN
João Pessoa,جواو بيسوا,-7.1011,-34.8761,Brazil,BR,BRA
Klang,كلانج,3.0204,101.55,Malaysia,MY,MYS
Jinzhou,جينتشو,41.1204,121.1,China,CN,CHN
Oklahoma City,أوكلاهوما سيتي,35.4676,-97.5137,United States,US,USA
Salerno,ساليرنو,40.6804,14.7699,Italy,IT,ITA
Thiruvananthapuram,ثيروفانانثابورام,8.5,76.95,India,IN,IND
Calicut,كاليكت,11.2504,75.77,India,IN,IND
Trichinopoly,Trichinopoly,10.81,78.69,India,IN,IND
Ogbomoso,Ogbomoso,8.13,4.24,Nigeria,NG,NGA
General Santos,جنرال سانتوس,6.1108,125.1747,Philippines,PH,PHL
Huế,مسحة,16.47,107.58,Vietnam,VN,VNM
Bacolod,باكولود,10.6317,122.9817,Philippines,PH,PHL
Nantong,نانتونغ,32.0304,120.825,China,CN,CHN
Foshan,فوشان,23.0301,113.12,China,CN,CHN
Sŏngnam,سونجنام,37.4386,127.1378,"Korea, South",KR,KOR
Bridgeport,بريدجبورت,41.1918,-73.1953,United States,US,USA
Nice,لطيف,43.715,7.265,France,FR,FRA
Buffalo,جاموس,42.9017,-78.8487,United States,US,USA
Erbil,أربيل,36.179,44.0086,Iraq,IQ,IRQ
Krasnoyarsk,كراسنويارسك,56.014,92.866,Russia,RU,RUS
Olinda,أوليندا,-8,-34.85,Brazil,BR,BRA
Antwerp,أنتويرب,51.2204,4.415,Belgium,BE,BEL
Konya,قونية,37.875,32.475,Turkey,TR,TUR
Bogor,بوجور,-6.57,106.75,Indonesia,ID,IDN
Hartford,هارتفورد,41.7661,-72.6834,United States,US,USA
Huaibei,هوايبي,33.9504,116.75,China,CN,CHN
Xinyu,شينيو,27.8,114.93,China,CN,CHN
Teresina,تيريسينا,-5.095,-42.78,Brazil,BR,BRA
Naha,ناها,26.2072,127.673,Japan,JP,JPN
Goyang,جويانج,37.6527,126.8372,"Korea, South",KR,KOR
Nangandao,Nangandao,35.3204,113.87,China,CN,CHN
Yibin,ييبين,28.77,104.57,China,CN,CHN
Aba,أبا,5.1004,7.35,Nigeria,NG,NGA
Maiduguri,مايدوجوري,11.85,13.16,Nigeria,NG,NGA
Az Zarqā’,"الزرقاء """,32.07,36.1,Jordan,JO,JOR
Tarsus,رسغ القدم,36.9204,34.88,Turkey,TR,TUR
Bengbu,بنغبو,32.95,117.33,China,CN,CHN
Mendoza,مندوزا,-32.8833,-68.8166,Argentina,AR,ARG
Hubli,هيبو,15.36,75.125,India,IN,IND
Concepción,كونسيبسيون,-36.83,-73.05,Chile,CL,CHL
Zaria,زاريا,11.08,7.71,Nigeria,NG,NGA
Dengtalu,Dengtalu,36.08,114.35,China,CN,CHN
Cartagena,قرطاجنة,10.3997,-75.5144,Colombia,CO,COL
Mysore,ميسور,12.31,76.66,India,IN,IND
Mexicali,مكسيكالي,32.65,-115.48,Mexico,MX,MEX
Tongliao,تونغلياو,43.62,122.27,China,CN,CHN
Mombasa,مومباسا,-4.04,39.6899,Kenya,KE,KEN
Newcastle upon Tyne,نيوكاسل أبون تاين,55.0004,-1.6,United Kingdom,GB,GBR
Novo Hamburgo,نوفو هامبورغو,-29.7096,-51.14,Brazil,BR,BRA
Callao,كالاو,-12.07,-77.135,Peru,PE,PER
Bilbao,بلباو,43.25,-2.93,Spain,ES,ESP
Johor Bahru,جوهور باهرو,1.48,103.73,Malaysia,MY,MYS
Raipur,رايبور,21.235,81.635,India,IN,IND
Xiaoxita,Xiaoxita,30.7,111.28,China,CN,CHN
Fort Worth,فورت وورث,32.7812,-97.3472,United States,US,USA
Salem,سالم,11.67,78.1801,India,IN,IND
Yangjiang,يانغجيانغ,21.8504,111.97,China,CN,CHN
Marrakech,مراكش,31.63,-8,Morocco,MA,MAR
Kaifeng Chengguanzhen,كايفنغ Chengguanzhen,34.85,114.35,China,CN,CHN
Dandong,داندونغ,40.1436,124.3936,China,CN,CHN
Al Başrah,البصرة,30.5135,47.8136,Iraq,IQ,IRQ
Aguascalientes,اغواسكالينتيس,21.8795,-102.2904,Mexico,MX,MEX
Tucson,توكسون,32.1545,-110.8782,United States,US,USA
Okayama,أوكاياما,34.672,133.9171,Japan,JP,JPN
Bucheon,بوتشون,37.4989,126.7831,"Korea, South",KR,KOR
Xuanzhou,Xuanzhou,30.9525,118.7553,China,CN,CHN
Bandar Lampung,بندر لامبونج,-5.43,105.27,Indonesia,ID,IDN
Rizhao,ريتشاو,35.4304,119.45,China,CN,CHN
Palermo,باليرمو,38.125,13.35,Italy,IT,ITA
Caerdydd,Caerdydd,51.5,-3.225,United Kingdom,GB,GBR
Tampico,تامبيكو,22.3,-97.87,Mexico,MX,MEX
Jiaozuo,جياوتسو,35.25,113.22,China,CN,CHN
Padang,بادانج,-0.96,100.36,Indonesia,ID,IDN
Jalandhar,جالاندهار,31.3349,75.569,India,IN,IND
Zhenjiang,تشنجيانغ,32.22,119.43,China,CN,CHN
Valparaíso,فالبارايسو,-33.0478,-71.621,Chile,CL,CHL
Pingdingshan,بينغدينغشان,33.7304,113.3,China,CN,CHN
Zunyi,تسونيى,27.7,106.92,China,CN,CHN
Anshun,انشون,26.2504,105.93,China,CN,CHN
Toulouse,تولوز,43.62,1.4499,France,FR,FRA
El Paso,الباسو,31.8479,-106.4309,United States,US,USA
Iguaçu,إيغواسو,-22.74,-43.47,Brazil,BR,BRA
Bhubaneshwar,بهوبانيشوار,20.2704,85.8274,India,IN,IND
Voronezh,فورونيج,51.73,39.27,Russia,RU,RUS
Saratov,ساراتوف,51.58,46.03,Russia,RU,RUS
Yuci,Yuci,37.6804,112.73,China,CN,CHN
Yancheng,يانتشنغ,33.3856,120.1253,China,CN,CHN
Cuernavaca,كويرنافاكا,18.9211,-99.24,Mexico,MX,MEX
Linfen,ينفن,36.0803,111.52,China,CN,CHN
Honolulu,هونولولو,21.3294,-157.846,United States,US,USA
Warri,واري,5.52,5.76,Nigeria,NG,NGA
Basel,باسل,47.5804,7.59,Switzerland,CH,CHE
San Miguel de Tucumán,سان ميغيل دي توكومان,-26.816,-65.2166,Argentina,AR,ARG
Kermānshāh,كرمنشاه,34.38,47.06,Iran,IR,IRN
Thessaloníki,ثيسالونيكي,40.6961,22.885,Greece,GR,GRC
Omaha,أوماها,41.2628,-96.0498,United States,US,USA
Kota,كوتا,25.18,75.835,India,IN,IND
Braga,براغا,41.555,-8.4213,Portugal,PT,PRT
Jhānsi,جانسى,25.453,78.5575,India,IN,IND
Rongjiawan,Rongjiawan,29.3801,113.1,China,CN,CHN
Nottingham,نوتنغهام,52.9703,-1.17,United Kingdom,GB,GBR
Agadir,أغادير,30.44,-9.62,Morocco,MA,MAR
Butterworth,بتروورث,5.4171,100.4,Malaysia,MY,MYS
Bareilly,باريلي,28.3454,79.42,India,IN,IND
Jos,جوس,9.93,8.89,Nigeria,NG,NGA
Xingyi,من Xingyi,25.0904,104.89,China,CN,CHN
Cebu City,مدينة سيبو,10.32,123.9001,Philippines,PH,PHL
Arequipa,أريكويبا,-16.42,-71.53,Peru,PE,PER
Liverpool,ليفربول,53.416,-2.918,United Kingdom,GB,GBR
Wuhu,ووهو,31.3504,118.37,China,CN,CHN
Langfang,لانغ فانغ,39.5204,116.68,China,CN,CHN
Rājshāhi,راجشاهي,24.375,88.605,Bangladesh,BD,BGD
Zhaotong,تشاوتونغ,27.3204,103.72,China,CN,CHN
Culiacán,كولياكان,24.83,-107.38,Mexico,MX,MEX
Valencia,فالنسيا,39.485,-0.4,Spain,ES,ESP
Lingyuan,ينغيوان,41.24,119.4011,China,CN,CHN
Cuiabá,كويابا,-15.5696,-56.085,Brazil,BR,BRA
Quy Nhơn,كوي نهون,13.78,109.18,Vietnam,VN,VNM
Malang,مالانج,-7.98,112.61,Indonesia,ID,IDN
Alīgarh,عليكرة,27.8922,78.0618,India,IN,IND
L’viv,لفيف,49.835,24.03,Ukraine,UA,UKR
Bordeaux,بوردو,44.85,-0.595,France,FR,FRA
McAllen,ماك ألين,26.2273,-98.2471,United States,US,USA
Baojishi,Baojishi,34.38,107.15,China,CN,CHN
Pekanbaru,بيكانبارو,0.565,101.425,Indonesia,ID,IDN
Oran,وهران,35.71,-0.62,Algeria,DZ,DZA
Yingkou,ينغكو,40.6703,122.28,China,CN,CHN
Bhiwandi,Bhiwandi,19.35,73.13,India,IN,IND
Liaoyang,ياويانغ,41.28,123.18,China,CN,CHN
Chihuahua,تشيهواهوا,28.645,-106.085,Mexico,MX,MEX
Jammu,جامو,32.7118,74.8467,India,IN,IND
Melaka,ملقا,2.2064,102.2465,Malaysia,MY,MYS
Zaporizhzhya,Zaporizhzhya,47.8573,35.1768,Ukraine,UA,UKR
Morādābād,مراد اباد,28.8418,78.7568,India,IN,IND
Antalya,أنطاليا,36.89,30.7,Turkey,TR,TUR
Al Ḩudaydah,الحديدة,14.7979,42.953,Yemen,YE,YEM
Campo Grande,كامبو غراندي,-20.45,-54.6166,Brazil,BR,BRA
Shaoxing,شاوشينغ,30.0004,120.57,China,CN,CHN
Yichun,ييتشون,47.6999,128.9,China,CN,CHN
Mangalore,مانجالور,12.9,74.85,India,IN,IND
Wuppertal,فوبرتال,51.25,7.17,Germany,DE,DEU
Cheongju,تشونج جو,36.6439,127.5012,"Korea, South",KR,KOR
Zamboanga City,زامبوانجا سيتي,6.92,122.08,Philippines,PH,PHL
Hamhŭng,هامهونغ,39.9101,127.5454,"Korea, North",KP,PRK
Fuyang,فويانغ,30.0533,119.9519,China,CN,CHN
Ilorin,إلورين,8.49,4.55,Nigeria,NG,NGA
Saarbrücken,ساربروكن,49.2504,6.97,Germany,DE,DEU
Fuxin,فوشين,42.0105,121.66,China,CN,CHN
Shiyan,شيان,32.57,110.78,China,CN,CHN
Quetta,كويتا,30.22,67.025,Pakistan,PK,PAK
Trujillo,تروخيو,-8.12,-79.02,Peru,PE,PER
Kananga,كانانغا,-5.89,22.4,Congo (Kinshasa),CD,COD
Trabzon,طرابزون,40.98,39.72,Turkey,TR,TUR
Jincheng,جينتشنغ,35.5004,112.83,China,CN,CHN
Albuquerque,البوكيرك,35.1053,-106.6464,United States,US,USA
Łódź,لودز,51.775,19.4514,Poland,PL,POL
Kraków,كراكوف,50.06,19.96,Poland,PL,POL
Saltillo,سالتيلو,25.42,-101.005,Mexico,MX,MEX
São José dos Campos,ساو خوسيه دوس كامبوس,-23.2,-45.8799,Brazil,BR,BRA
Hŭngnam,Hŭngnam,39.8231,127.6232,"Korea, North",KP,PRK
Ta‘izz,تعز,13.6045,44.0394,Yemen,YE,YEM
Pietermaritzburg,بيترماريتزبرج,-29.61,30.39,South Africa,ZA,ZAF
Tangier,طنجة,35.7473,-5.8327,Morocco,MA,MAR
Hsinchu,شينتشو,24.8168,120.9767,Taiwan,TW,TWN
Changhua,تشانجوا,24.0734,120.5134,Taiwan,TW,TWN
Kolhāpur,كولهابور,16.7,74.22,India,IN,IND
Farg‘ona,فارجونا,40.39,71.78,Uzbekistan,UZ,UZB
Namangan,نامانجان,41,71.67,Uzbekistan,UZ,UZB
Liège,لييج,50.63,5.58,Belgium,BE,BEL
Ciudad Guayana,سيوداد غوايانا,8.37,-62.62,Venezuela,VE,VEN
Birmingham,برمنغهام,33.5277,-86.7987,United States,US,USA
Hegang,هيغانغ,47.4,130.37,China,CN,CHN
Naga City,النجا مدينة,13.6192,123.1814,Philippines,PH,PHL
Gdańsk,غدانسك,54.36,18.64,Poland,PL,POL
Ansan,أنسان,37.3481,126.8595,"Korea, South",KR,KOR
Nuremberg,نورمبرغ,49.45,11.08,Germany,DE,DEU
Oyo,أويو,7.8504,3.93,Nigeria,NG,NGA
Amrāvati,Amrāvati,20.95,77.77,India,IN,IND
Denpasar,دينباسار,-8.65,115.22,Indonesia,ID,IDN
Sokoto,سوكوتو,13.06,5.24,Nigeria,NG,NGA
Beihai,بيهاى,21.4804,109.1,China,CN,CHN
Bremen,بريمن,53.08,8.8,Germany,DE,DEU
As Sulaymānīyah,السليمانية,35.5613,45.4309,Iraq,IQ,IRQ
Hannover,هانوفر,52.367,9.7167,Germany,DE,DEU
